,station_id,Hours,variable,records
38562,CS1-1,157.72,Temperature,30.0
38563,CS1-1,157.73,Temperature,30.0
38564,CS1-1,157.75,Temperature,29.9
38565,CS1-1,157.77,Temperature,30.0
38566,CS1-1,157.78,Temperature,29.9
38567,CS1-1,157.8,Temperature,30.0
38568,CS1-1,157.82,Temperature,30.1
38569,CS1-1,157.83,Temperature,30.1
38570,CS1-1,157.85,Temperature,30.0
38571,CS1-1,157.87,Temperature,30.1
38572,CS1-1,157.88,Temperature,29.8
38573,CS1-1,157.9,Temperature,30.0
38574,CS1-1,157.92,Temperature,29.9
38575,CS1-1,157.93,Temperature,30.1
38576,CS1-1,157.95,Temperature,29.9
38577,CS1-1,157.97,Temperature,30.0
38578,CS1-1,157.98,Temperature,29.8
38579,CS1-1,158.0,Temperature,30.0
38580,CS1-1,158.02,Temperature,29.8
38581,CS1-1,158.05,Temperature,30.0
38582,CS1-1,158.07,Temperature,29.9
38583,CS1-1,158.08,Temperature,29.9
38584,CS1-1,158.1,Temperature,30.0
38585,CS1-1,158.12,Temperature,29.9
38586,CS1-1,158.13,Temperature,30.0
38587,CS1-1,158.15,Temperature,30.0
38588,CS1-1,158.17,Temperature,29.9
38589,CS1-1,158.18,Temperature,30.0
38590,CS1-1,158.2,Temperature,30.0
38591,CS1-1,158.22,Temperature,29.9
38592,CS1-1,158.23,Temperature,29.9
38593,CS1-1,158.25,Temperature,30.0
38594,CS1-1,158.27,Temperature,29.9
38595,CS1-1,158.28,Temperature,30.0
38596,CS1-1,158.3,Temperature,29.9
38597,CS1-1,158.32,Temperature,30.1
38598,CS1-1,158.33,Temperature,30.0
38599,CS1-1,158.35,Temperature,30.2
38600,CS1-1,158.37,Temperature,29.9
38601,CS1-1,158.38,Temperature,30.0
38602,CS1-1,158.4,Temperature,29.9
38603,CS1-1,158.42,Temperature,30.2
38604,CS1-1,158.43,Temperature,29.9
38605,CS1-1,158.45,Temperature,29.8
38606,CS1-1,158.47,Temperature,29.9
38607,CS1-1,158.48,Temperature,30.1
38608,CS1-1,158.5,Temperature,29.9
38609,CS1-1,158.52,Temperature,30.1
38610,CS1-1,158.53,Temperature,29.9
38611,CS1-1,158.55,Temperature,30.1
38612,CS1-1,158.57,Temperature,30.1
38613,CS1-1,158.58,Temperature,29.8
38614,CS1-1,158.6,Temperature,29.9
38615,CS1-1,158.62,Temperature,29.9
38616,CS1-1,158.63,Temperature,30.0
38617,CS1-1,158.65,Temperature,30.0
38618,CS1-1,158.67,Temperature,30.0
38619,CS1-1,158.68,Temperature,29.9
38620,CS1-1,158.7,Temperature,30.1
38621,CS1-1,158.72,Temperature,29.8
38622,CS1-1,158.73,Temperature,30.0
38623,CS1-1,158.75,Temperature,29.9
38624,CS1-1,158.77,Temperature,29.9
38625,CS1-1,158.78,Temperature,29.9
38626,CS1-1,158.8,Temperature,30.1
38627,CS1-1,158.82,Temperature,29.9
38628,CS1-1,158.83,Temperature,30.1
38629,CS1-1,158.85,Temperature,29.8
38630,CS1-1,158.88,Temperature,29.8
38631,CS1-1,158.9,Temperature,30.0
38632,CS1-1,158.92,Temperature,30.0
38633,CS1-1,158.93,Temperature,30.0
38634,CS1-1,158.95,Temperature,29.8
38635,CS1-1,158.97,Temperature,30.0
38636,CS1-1,158.98,Temperature,30.0
38637,CS1-1,159.0,Temperature,30.0
38638,CS1-1,159.02,Temperature,30.0
38639,CS1-1,159.03,Temperature,29.8
38640,CS1-1,159.05,Temperature,30.0
38641,CS1-1,159.07,Temperature,29.7
38642,CS1-1,159.08,Temperature,30.1
38643,CS1-1,159.1,Temperature,30.0
38644,CS1-1,159.12,Temperature,30.2
38645,CS1-1,159.14,Temperature,29.9
38646,CS1-1,159.15,Temperature,29.9
38647,CS1-1,159.17,Temperature,30.0
38648,CS1-1,159.18,Temperature,30.1
38649,CS1-1,159.2,Temperature,29.9
38650,CS1-1,159.22,Temperature,30.0
38651,CS1-1,159.23,Temperature,29.9
38652,CS1-1,159.25,Temperature,30.1
38653,CS1-1,159.27,Temperature,29.9
38654,CS1-1,159.28,Temperature,30.0
38655,CS1-1,159.3,Temperature,29.8
38656,CS1-1,159.32,Temperature,30.1
38657,CS1-1,159.35,Temperature,30.0
38658,CS1-1,159.37,Temperature,29.8
38659,CS1-1,159.38,Temperature,30.0
38660,CS1-1,159.4,Temperature,30.0
38661,CS1-1,159.42,Temperature,30.1
38662,CS1-1,159.43,Temperature,30.0
38663,CS1-1,159.45,Temperature,30.0
38664,CS1-1,159.47,Temperature,30.1
38665,CS1-1,159.48,Temperature,29.9
38666,CS1-1,159.5,Temperature,30.1
38667,CS1-1,159.52,Temperature,29.8
38668,CS1-1,159.53,Temperature,30.0
38669,CS1-1,159.55,Temperature,29.9
38670,CS1-1,159.57,Temperature,30.1
38671,CS1-1,159.58,Temperature,30.0
38672,CS1-1,159.6,Temperature,30.2
38673,CS1-1,159.62,Temperature,29.9
38674,CS1-1,159.63,Temperature,30.0
38675,CS1-1,159.65,Temperature,29.8
38676,CS1-1,159.67,Temperature,30.2
38677,CS1-1,159.68,Temperature,30.0
38678,CS1-1,159.72,Temperature,29.8
38679,CS1-1,159.73,Temperature,30.0
38680,CS1-1,159.75,Temperature,29.7
38681,CS1-1,159.77,Temperature,30.0
38682,CS1-1,159.78,Temperature,30.0
38683,CS1-1,159.8,Temperature,29.8
38684,CS1-1,159.82,Temperature,30.0
38685,CS1-1,159.84,Temperature,30.0
38686,CS1-1,159.85,Temperature,30.2
38687,CS1-1,159.87,Temperature,29.9
38688,CS1-1,159.89,Temperature,30.0
38689,CS1-1,159.9,Temperature,29.9
38690,CS1-1,159.92,Temperature,30.1
38691,CS1-1,159.93,Temperature,29.9
38692,CS1-1,159.95,Temperature,30.0
38693,CS1-1,159.97,Temperature,29.8
38694,CS1-1,159.98,Temperature,30.2
38695,CS1-1,160.0,Temperature,29.7
38696,CS1-1,160.02,Temperature,30.1
38697,CS1-1,160.03,Temperature,29.8
38698,CS1-1,160.05,Temperature,30.1
38699,CS1-1,160.07,Temperature,29.9
38700,CS1-1,160.08,Temperature,30.0
38701,CS1-1,160.1,Temperature,29.9
38702,CS1-1,160.12,Temperature,30.0
38703,CS1-1,160.13,Temperature,29.9
38704,CS1-1,160.15,Temperature,30.1
38705,CS1-1,160.17,Temperature,30.0
38706,CS1-1,160.18,Temperature,30.1
38707,CS1-1,160.2,Temperature,30.0
38708,CS1-1,160.22,Temperature,29.8
38709,CS1-1,160.23,Temperature,30.0
38710,CS1-1,160.25,Temperature,29.9
38711,CS1-1,160.27,Temperature,30.1
38712,CS1-1,160.28,Temperature,29.9
38713,CS1-1,160.3,Temperature,30.1
38714,CS1-1,160.32,Temperature,30.0
38715,CS1-1,160.33,Temperature,30.1
38716,CS1-1,160.35,Temperature,29.9
38717,CS1-1,160.37,Temperature,30.1
38718,CS1-1,160.38,Temperature,29.9
38719,CS1-1,160.4,Temperature,30.1
38720,CS1-1,160.42,Temperature,29.8
38721,CS1-1,160.43,Temperature,30.1
38722,CS1-1,160.45,Temperature,29.9
38723,CS1-1,160.47,Temperature,30.1
38724,CS1-1,160.49,Temperature,29.9
38725,CS1-1,160.5,Temperature,30.0
38726,CS1-1,160.52,Temperature,29.9
38727,CS1-1,160.55,Temperature,29.9
38728,CS1-1,160.57,Temperature,30.1
38729,CS1-1,160.58,Temperature,30.1
38730,CS1-1,160.6,Temperature,30.0
38731,CS1-1,160.62,Temperature,29.8
38732,CS1-1,160.64,Temperature,29.9
38733,CS1-1,160.65,Temperature,29.9
38734,CS1-1,160.67,Temperature,30.0
38735,CS1-1,160.69,Temperature,30.0
38736,CS1-1,160.7,Temperature,30.0
38737,CS1-1,160.72,Temperature,30.0
38738,CS1-1,160.73,Temperature,30.0
38739,CS1-1,160.75,Temperature,30.0
38740,CS1-1,160.77,Temperature,29.9
38741,CS1-1,160.78,Temperature,30.1
38742,CS1-1,160.8,Temperature,29.8
38743,CS1-1,160.82,Temperature,30.1
38744,CS1-1,160.83,Temperature,29.8
38745,CS1-1,160.85,Temperature,30.1
38746,CS1-1,160.87,Temperature,29.9
38747,CS1-1,160.88,Temperature,30.1
38748,CS1-1,160.9,Temperature,30.0
38749,CS1-1,160.92,Temperature,30.0
38750,CS1-1,160.93,Temperature,29.9
38751,CS1-1,160.95,Temperature,30.2
38752,CS1-1,160.97,Temperature,30.0
38753,CS1-1,160.98,Temperature,30.2
38754,CS1-1,161.0,Temperature,29.8
38755,CS1-1,161.02,Temperature,30.2
38756,CS1-1,161.03,Temperature,29.9
38757,CS1-1,161.05,Temperature,30.0
38758,CS1-1,161.07,Temperature,30.0
38759,CS1-1,161.08,Temperature,29.9
38760,CS1-1,161.1,Temperature,30.2
38761,CS1-1,161.12,Temperature,30.0
38762,CS1-1,161.13,Temperature,30.1
38763,CS1-1,161.15,Temperature,30.0
38764,CS1-1,161.17,Temperature,30.1
38765,CS1-1,161.18,Temperature,29.8
38766,CS1-1,161.2,Temperature,30.2
38767,CS1-1,161.22,Temperature,29.8
38768,CS1-1,161.23,Temperature,30.3
38769,CS1-1,161.25,Temperature,30.0
38770,CS1-1,161.27,Temperature,30.1
38771,CS1-1,161.28,Temperature,29.9
38772,CS1-1,161.3,Temperature,30.2
38773,CS1-1,161.32,Temperature,30.1
38774,CS1-1,161.34,Temperature,30.0
38775,CS1-1,161.35,Temperature,29.8
38776,CS1-1,161.37,Temperature,30.0
38777,CS1-1,161.38,Temperature,29.9
38778,CS1-1,161.4,Temperature,29.9
38779,CS1-1,161.42,Temperature,30.0
38780,CS1-1,161.43,Temperature,30.1
38781,CS1-1,161.45,Temperature,30.1
38782,CS1-1,161.47,Temperature,30.0
38783,CS1-1,161.49,Temperature,30.0
38784,CS1-1,161.5,Temperature,30.0
38785,CS1-1,161.52,Temperature,30.0
38786,CS1-1,161.53,Temperature,29.8
38787,CS1-1,161.55,Temperature,30.1
38788,CS1-1,161.57,Temperature,29.9
38789,CS1-1,161.58,Temperature,30.1
38790,CS1-1,161.6,Temperature,29.9
38791,CS1-1,161.62,Temperature,30.1
38792,CS1-1,161.63,Temperature,29.7
38793,CS1-1,161.65,Temperature,30.1
38794,CS1-1,161.67,Temperature,29.8
38795,CS1-1,161.68,Temperature,30.1
38796,CS1-1,161.7,Temperature,29.9
38797,CS1-1,161.72,Temperature,30.1
38798,CS1-1,161.73,Temperature,29.8
38799,CS1-1,161.75,Temperature,29.9
38800,CS1-1,161.77,Temperature,30.0
38801,CS1-1,161.78,Temperature,30.0
38802,CS1-1,161.8,Temperature,30.1
38803,CS1-1,161.82,Temperature,30.2
38804,CS1-1,161.83,Temperature,30.1
38805,CS1-1,161.85,Temperature,30.0
38806,CS1-1,161.87,Temperature,30.2
38807,CS1-1,161.88,Temperature,29.8
38808,CS1-1,161.9,Temperature,30.2
38809,CS1-1,161.92,Temperature,30.0
38810,CS1-1,161.93,Temperature,30.1
38811,CS1-1,161.95,Temperature,29.9
38812,CS1-1,161.97,Temperature,30.2
38813,CS1-1,161.98,Temperature,29.9
38814,CS1-1,162.0,Temperature,30.1
38815,CS1-1,162.02,Temperature,30.0
38816,CS1-1,162.03,Temperature,30.1
38817,CS1-1,162.05,Temperature,29.7
38818,CS1-1,162.07,Temperature,30.1
38819,CS1-1,162.08,Temperature,29.9
38820,CS1-1,162.1,Temperature,30.1
38821,CS1-1,162.12,Temperature,29.9
38822,CS1-1,162.14,Temperature,30.0
38823,CS1-1,162.15,Temperature,29.9
38824,CS1-1,162.17,Temperature,30.2
38825,CS1-1,162.18,Temperature,30.1
38826,CS1-1,162.2,Temperature,30.0
38827,CS1-1,162.22,Temperature,30.0
38828,CS1-1,162.24,Temperature,30.0
38829,CS1-1,162.25,Temperature,30.1
38830,CS1-1,162.27,Temperature,30.0
38831,CS1-1,162.28,Temperature,30.0
38832,CS1-1,162.3,Temperature,30.1
38833,CS1-1,162.32,Temperature,29.9
38834,CS1-1,162.33,Temperature,29.9
38835,CS1-1,162.35,Temperature,30.1
38836,CS1-1,162.37,Temperature,29.9
38837,CS1-1,162.38,Temperature,30.1
38838,CS1-1,162.4,Temperature,29.9
38839,CS1-1,162.42,Temperature,30.2
38840,CS1-1,162.43,Temperature,29.9
38841,CS1-1,162.45,Temperature,30.1
38842,CS1-1,162.47,Temperature,30.0
38843,CS1-1,162.48,Temperature,30.0
38844,CS1-1,162.5,Temperature,29.8
38845,CS1-1,162.52,Temperature,30.1
38846,CS1-1,162.53,Temperature,30.0
38847,CS1-1,162.55,Temperature,30.1
38848,CS1-1,162.57,Temperature,29.8
38849,CS1-1,162.58,Temperature,30.0
38850,CS1-1,162.6,Temperature,30.0
38851,CS1-1,162.62,Temperature,30.0
38852,CS1-1,162.63,Temperature,29.8
38853,CS1-1,162.65,Temperature,30.0
38854,CS1-1,162.67,Temperature,30.0
38855,CS1-1,162.68,Temperature,29.9
38856,CS1-1,162.7,Temperature,30.0
38857,CS1-1,162.72,Temperature,29.9
38858,CS1-1,162.73,Temperature,30.0
38859,CS1-1,162.75,Temperature,30.1
38860,CS1-1,162.77,Temperature,30.0
38861,CS1-1,162.78,Temperature,30.0
38862,CS1-1,162.8,Temperature,30.2
38863,CS1-1,162.82,Temperature,29.9
38864,CS1-1,162.83,Temperature,30.1
38865,CS1-1,162.85,Temperature,29.9
38866,CS1-1,162.87,Temperature,30.3
38867,CS1-1,162.89,Temperature,29.9
38868,CS1-1,162.9,Temperature,30.1
38869,CS1-1,162.92,Temperature,29.9
38870,CS1-1,162.94,Temperature,30.2
38871,CS1-1,162.95,Temperature,29.9
38872,CS1-1,162.97,Temperature,30.1
38873,CS1-1,162.98,Temperature,29.7
38874,CS1-1,163.0,Temperature,30.1
38875,CS1-1,163.02,Temperature,29.9
38876,CS1-1,163.03,Temperature,30.0
38877,CS1-1,163.05,Temperature,29.9
38878,CS1-1,163.07,Temperature,29.9
38879,CS1-1,163.09,Temperature,29.8
38880,CS1-1,163.1,Temperature,29.9
38881,CS1-1,163.12,Temperature,30.1
38882,CS1-1,163.14,Temperature,30.0
38883,CS1-1,163.15,Temperature,30.0
38884,CS1-1,163.17,Temperature,29.8
38885,CS1-1,163.18,Temperature,30.1
38886,CS1-1,163.2,Temperature,30.0
38887,CS1-1,163.22,Temperature,30.1
38888,CS1-1,163.23,Temperature,30.0
38889,CS1-1,163.27,Temperature,30.0
38890,CS1-1,163.28,Temperature,30.0
38891,CS1-1,163.3,Temperature,30.0
38892,CS1-1,163.32,Temperature,30.2
38893,CS1-1,163.33,Temperature,29.8
38894,CS1-1,163.35,Temperature,30.1
38895,CS1-1,163.37,Temperature,30.0
38896,CS1-1,163.38,Temperature,30.0
38897,CS1-1,163.4,Temperature,30.0
38898,CS1-1,163.42,Temperature,30.1
38899,CS1-1,163.43,Temperature,30.1
38900,CS1-1,163.45,Temperature,29.9
38901,CS1-1,163.47,Temperature,30.0
38902,CS1-1,163.48,Temperature,29.9
38903,CS1-1,163.5,Temperature,30.0
38904,CS1-1,163.52,Temperature,30.0
38905,CS1-1,163.53,Temperature,30.0
38906,CS1-1,163.55,Temperature,29.9
38907,CS1-1,163.57,Temperature,30.0
38908,CS1-1,163.58,Temperature,30.0
38909,CS1-1,163.6,Temperature,30.0
38910,CS1-1,163.62,Temperature,29.8
38911,CS1-1,163.63,Temperature,30.2
38912,CS1-1,163.65,Temperature,29.8
38913,CS1-1,163.67,Temperature,30.1
38914,CS1-1,163.69,Temperature,29.9
38915,CS1-1,163.7,Temperature,30.1
38916,CS1-1,163.72,Temperature,30.2
38917,CS1-1,163.74,Temperature,30.0
38918,CS1-1,163.75,Temperature,29.9
38919,CS1-1,163.77,Temperature,30.0
38920,CS1-1,163.78,Temperature,30.1
38921,CS1-1,163.8,Temperature,30.0
38922,CS1-1,163.82,Temperature,30.1
38923,CS1-1,163.83,Temperature,29.9
38924,CS1-1,163.85,Temperature,30.2
38925,CS1-1,163.87,Temperature,30.1
38926,CS1-1,163.88,Temperature,30.1
38927,CS1-1,163.9,Temperature,29.9
38928,CS1-1,163.92,Temperature,30.1
38929,CS1-1,163.93,Temperature,29.8
38930,CS1-1,163.95,Temperature,30.1
38931,CS1-1,163.97,Temperature,30.0
38932,CS1-1,163.98,Temperature,30.0
38933,CS1-1,164.0,Temperature,30.1
38934,CS1-1,164.02,Temperature,30.0
38935,CS1-1,164.03,Temperature,30.1
38936,CS1-1,164.05,Temperature,29.9
38937,CS1-1,164.07,Temperature,30.1
38938,CS1-1,164.08,Temperature,30.0
38939,CS1-1,164.1,Temperature,30.2
38940,CS1-1,164.12,Temperature,30.0
38941,CS1-1,164.13,Temperature,30.0
38942,CS1-1,164.15,Temperature,29.9
38943,CS1-1,164.17,Temperature,30.1
38944,CS1-1,164.18,Temperature,29.9
38945,CS1-1,164.2,Temperature,30.1
38946,CS1-1,164.22,Temperature,30.0
38947,CS1-1,164.23,Temperature,30.1
38948,CS1-1,164.25,Temperature,29.9
38949,CS1-1,164.27,Temperature,30.1
38950,CS1-1,164.28,Temperature,30.0
38951,CS1-1,164.3,Temperature,30.1
38952,CS1-1,164.32,Temperature,29.9
38953,CS1-1,164.33,Temperature,30.0
38954,CS1-1,164.35,Temperature,30.0
38955,CS1-1,164.37,Temperature,30.1
38956,CS1-1,164.38,Temperature,30.0
38957,CS1-1,164.4,Temperature,29.9
38958,CS1-1,164.42,Temperature,30.1
38959,CS1-1,164.43,Temperature,29.9
38960,CS1-1,164.45,Temperature,30.0
38961,CS1-1,164.47,Temperature,29.9
38962,CS1-1,164.49,Temperature,30.1
38963,CS1-1,164.5,Temperature,30.0
38964,CS1-1,164.52,Temperature,30.2
38965,CS1-1,164.53,Temperature,30.0
38966,CS1-1,164.55,Temperature,30.2
38967,CS1-1,164.57,Temperature,30.0
38968,CS1-1,164.59,Temperature,30.1
38969,CS1-1,164.6,Temperature,29.9
38970,CS1-1,164.62,Temperature,30.0
38971,CS1-1,164.64,Temperature,29.8
38972,CS1-1,164.67,Temperature,29.9
38973,CS1-1,164.69,Temperature,30.1
38974,CS1-1,164.7,Temperature,30.0
38975,CS1-1,164.72,Temperature,30.1
38976,CS1-1,164.73,Temperature,30.0
38977,CS1-1,164.75,Temperature,30.0
38978,CS1-1,164.77,Temperature,29.9
38979,CS1-1,164.78,Temperature,30.1
38980,CS1-1,164.8,Temperature,29.9
38981,CS1-1,164.82,Temperature,30.0
38982,CS1-1,164.83,Temperature,30.1
38983,CS1-1,164.85,Temperature,29.9
38984,CS1-1,164.87,Temperature,30.0
38985,CS1-1,164.88,Temperature,30.0
38986,CS1-1,164.9,Temperature,30.1
38987,CS1-1,164.92,Temperature,30.0
38988,CS1-1,164.93,Temperature,30.0
38989,CS1-1,164.95,Temperature,30.0
38990,CS1-1,164.97,Temperature,30.3
38991,CS1-1,164.98,Temperature,29.9
38992,CS1-1,165.0,Temperature,30.1
38993,CS1-1,165.02,Temperature,30.0
38994,CS1-1,165.03,Temperature,30.2
38995,CS1-1,165.05,Temperature,29.9
38996,CS1-1,165.07,Temperature,30.1
38997,CS1-1,165.08,Temperature,29.8
38998,CS1-1,165.1,Temperature,29.9
38999,CS1-1,165.12,Temperature,29.9
39000,CS1-1,186.64,Temperature,30.2
39001,CS1-1,186.65,Temperature,29.9
39002,CS1-1,186.67,Temperature,29.9
39003,CS1-2,114.06,Temperature,24.6
39004,CS1-2,114.07,Temperature,24.7
39005,CS1-2,114.08,Temperature,24.8
39006,CS1-2,114.1,Temperature,24.5
39007,CS1-2,114.12,Temperature,23.8
39008,CS1-2,114.13,Temperature,23.9
39009,CS1-2,114.15,Temperature,24.4
39010,CS1-2,114.17,Temperature,25.4
39011,CS1-2,114.18,Temperature,22.2
39012,CS1-2,114.2,Temperature,26.1
39013,CS1-2,114.22,Temperature,28.9
39014,CS1-2,114.23,Temperature,30.3
39015,CS1-2,114.25,Temperature,31.6
39016,CS1-2,114.27,Temperature,32.6
39017,CS1-2,114.28,Temperature,33.6
39018,CS1-2,114.3,Temperature,34.0
39019,CS1-2,114.32,Temperature,34.2
39020,CS1-2,114.33,Temperature,34.2
39021,CS1-2,114.35,Temperature,34.3
39022,CS1-2,114.37,Temperature,34.5
39023,CS1-2,114.4,Temperature,34.2
39024,CS1-2,114.42,Temperature,34.1
39025,CS1-2,114.43,Temperature,33.9
39026,CS1-2,114.45,Temperature,33.5
39027,CS1-2,114.47,Temperature,33.3
39028,CS1-2,114.48,Temperature,33.0
39029,CS1-2,114.5,Temperature,32.4
39030,CS1-2,114.52,Temperature,32.1
39031,CS1-2,114.53,Temperature,31.8
39032,CS1-2,114.55,Temperature,31.2
39033,CS1-2,114.57,Temperature,30.9
39034,CS1-2,114.58,Temperature,30.6
39035,CS1-2,114.6,Temperature,30.0
39036,CS1-2,114.62,Temperature,29.7
39037,CS1-2,114.63,Temperature,29.5
39038,CS1-2,114.65,Temperature,29.2
39039,CS1-2,114.67,Temperature,29.2
39040,CS1-2,114.7,Temperature,29.1
39041,CS1-2,114.72,Temperature,29.2
39042,CS1-2,114.73,Temperature,29.4
39043,CS1-2,114.75,Temperature,29.6
39044,CS1-2,114.77,Temperature,29.7
39045,CS1-2,114.78,Temperature,30.0
39046,CS1-2,114.82,Temperature,30.2
39047,CS1-2,114.83,Temperature,30.2
39048,CS1-2,114.85,Temperature,30.3
39049,CS1-2,114.87,Temperature,30.2
39050,CS1-2,114.88,Temperature,30.0
39051,CS1-2,114.9,Temperature,30.1
39052,CS1-2,114.92,Temperature,29.9
39053,CS1-2,114.93,Temperature,29.7
39054,CS1-2,114.95,Temperature,29.6
39055,CS1-2,114.97,Temperature,29.6
39056,CS1-2,114.98,Temperature,29.3
39057,CS1-2,115.02,Temperature,29.5
39058,CS1-2,115.03,Temperature,29.3
39059,CS1-2,115.05,Temperature,29.3
39060,CS1-2,115.07,Temperature,29.7
39061,CS1-2,115.08,Temperature,29.5
39062,CS1-2,115.1,Temperature,30.0
39063,CS1-2,115.12,Temperature,30.2
39064,CS1-2,115.13,Temperature,30.3
39065,CS1-2,115.15,Temperature,30.4
39066,CS1-2,115.17,Temperature,30.4
39067,CS1-2,115.18,Temperature,30.2
39068,CS1-2,115.2,Temperature,29.9
39069,CS1-2,115.22,Temperature,29.7
39070,CS1-2,115.25,Temperature,29.5
39071,CS1-2,115.27,Temperature,29.5
39072,CS1-2,115.28,Temperature,29.5
39073,CS1-2,115.3,Temperature,29.5
39074,CS1-2,115.32,Temperature,29.6
39075,CS1-2,115.35,Temperature,29.7
39076,CS1-2,115.37,Temperature,29.8
39077,CS1-2,115.38,Temperature,29.7
39078,CS1-2,115.4,Temperature,30.1
39079,CS1-2,115.42,Temperature,30.0
39080,CS1-2,115.43,Temperature,29.9
39081,CS1-2,115.45,Temperature,30.0
39082,CS1-2,115.47,Temperature,29.8
39083,CS1-2,115.49,Temperature,29.8
39084,CS1-2,115.5,Temperature,29.8
39085,CS1-2,115.52,Temperature,29.9
39086,CS1-2,115.54,Temperature,29.6
39087,CS1-2,115.55,Temperature,29.9
39088,CS1-2,115.57,Temperature,29.9
39089,CS1-2,115.58,Temperature,29.9
39090,CS1-2,115.6,Temperature,29.9
39091,CS1-2,115.62,Temperature,29.7
39092,CS1-2,115.63,Temperature,29.9
39093,CS1-2,115.65,Temperature,30.0
39094,CS1-2,115.67,Temperature,29.9
39095,CS1-2,115.68,Temperature,30.0
39096,CS1-2,115.7,Temperature,29.9
39097,CS1-2,115.72,Temperature,30.0
39098,CS1-2,115.73,Temperature,30.1
39099,CS1-2,115.75,Temperature,29.9
39100,CS1-2,115.78,Temperature,29.8
39101,CS1-2,115.8,Temperature,29.9
39102,CS1-2,115.82,Temperature,29.7
39103,CS1-2,115.83,Temperature,30.0
39104,CS1-2,115.85,Temperature,30.0
39105,CS1-2,115.87,Temperature,29.8
39106,CS1-2,115.88,Temperature,29.9
39107,CS1-2,115.9,Temperature,29.8
39108,CS1-2,115.93,Temperature,29.8
39109,CS1-2,115.97,Temperature,29.9
39110,CS1-2,115.98,Temperature,29.9
39111,CS1-2,116.0,Temperature,30.0
39112,CS1-2,116.02,Temperature,29.9
39113,CS1-2,116.03,Temperature,29.9
39114,CS1-2,116.05,Temperature,29.9
39115,CS1-2,116.07,Temperature,30.0
39116,CS1-2,116.08,Temperature,29.8
39117,CS1-2,116.1,Temperature,29.9
39118,CS1-2,116.12,Temperature,30.0
39119,CS1-2,116.13,Temperature,29.8
39120,CS1-2,116.15,Temperature,29.9
39121,CS1-2,116.17,Temperature,30.1
39122,CS1-2,116.18,Temperature,30.1
39123,CS1-2,116.2,Temperature,29.9
39124,CS1-2,116.22,Temperature,29.9
39125,CS1-2,116.23,Temperature,30.0
39126,CS1-2,116.25,Temperature,29.9
39127,CS1-2,116.27,Temperature,29.9
39128,CS1-2,116.29,Temperature,30.0
39129,CS1-2,116.3,Temperature,29.9
39130,CS1-2,116.32,Temperature,29.9
39131,CS1-2,116.33,Temperature,30.0
39132,CS1-2,116.35,Temperature,30.1
39133,CS1-2,116.37,Temperature,29.9
39134,CS1-2,116.39,Temperature,30.0
39135,CS1-2,116.4,Temperature,29.8
39136,CS1-2,116.42,Temperature,29.9
39137,CS1-2,116.43,Temperature,30.1
39138,CS1-2,116.45,Temperature,29.9
39139,CS1-2,116.47,Temperature,30.1
39140,CS1-2,116.48,Temperature,30.1
39141,CS1-2,116.5,Temperature,30.0
39142,CS1-2,116.52,Temperature,30.0
39143,CS1-2,116.53,Temperature,29.8
39144,CS1-2,116.55,Temperature,30.0
39145,CS1-2,116.57,Temperature,29.9
39146,CS1-2,116.58,Temperature,30.0
39147,CS1-2,116.6,Temperature,29.9
39148,CS1-2,116.62,Temperature,30.1
39149,CS1-2,116.63,Temperature,29.9
39150,CS1-2,116.65,Temperature,30.0
39151,CS1-2,116.67,Temperature,29.9
39152,CS1-2,116.68,Temperature,29.8
39153,CS1-2,116.7,Temperature,29.9
39154,CS1-2,116.72,Temperature,30.0
39155,CS1-2,116.73,Temperature,30.0
39156,CS1-2,116.75,Temperature,29.9
39157,CS1-2,116.77,Temperature,30.0
39158,CS1-2,116.78,Temperature,30.1
39159,CS1-2,116.8,Temperature,30.0
39160,CS1-2,116.82,Temperature,29.9
39161,CS1-2,116.83,Temperature,30.0
39162,CS1-2,116.85,Temperature,30.1
39163,CS1-2,116.87,Temperature,30.0
39164,CS1-2,116.88,Temperature,30.1
39165,CS1-2,116.9,Temperature,30.2
39166,CS1-2,116.92,Temperature,29.9
39167,CS1-2,116.93,Temperature,29.8
39168,CS1-2,116.95,Temperature,30.1
39169,CS1-2,116.97,Temperature,30.0
39170,CS1-2,116.98,Temperature,29.8
39171,CS1-2,117.0,Temperature,30.0
39172,CS1-2,117.02,Temperature,30.0
39173,CS1-2,117.03,Temperature,29.8
39174,CS1-2,117.05,Temperature,29.9
39175,CS1-2,117.07,Temperature,30.1
39176,CS1-2,117.08,Temperature,29.9
39177,CS1-2,117.1,Temperature,30.0
39178,CS1-2,117.12,Temperature,30.0
39179,CS1-2,117.13,Temperature,29.9
39180,CS1-2,117.15,Temperature,29.9
39181,CS1-2,117.17,Temperature,30.0
39182,CS1-2,117.18,Temperature,30.0
39183,CS1-2,117.2,Temperature,29.9
39184,CS1-2,117.22,Temperature,30.0
39185,CS1-2,117.23,Temperature,30.0
39186,CS1-2,117.25,Temperature,29.9
39187,CS1-2,117.27,Temperature,30.0
39188,CS1-2,117.29,Temperature,30.2
39189,CS1-2,117.3,Temperature,30.1
39190,CS1-2,117.32,Temperature,29.8
39191,CS1-2,117.34,Temperature,29.9
39192,CS1-2,117.35,Temperature,30.0
39193,CS1-2,117.37,Temperature,30.1
39194,CS1-2,117.38,Temperature,30.0
39195,CS1-2,117.4,Temperature,29.9
39196,CS1-2,117.42,Temperature,30.0
